Species,Order,Family,Year,Longitude,Latitude,Site,Country,Density (Ind/km2),Method,Mass (g),Diet,Continent,Accessibility_1deg,Human Footprint_1deg,Night Lights_1deg,Cropland_1deg,Pasture_1deg,Human Population Density_1deg,NDVI_1deg,Species Richness_1deg,Accessibility_1km,Human Footprint_1km,Night Lights_1km,Cropland_1km,Pasture_1km,Human Population Density_1km,NDVI_1km,Night Lights_50km,Cropland_50km,Pasture_50km,Human Population Density_50km,NDVI_50km,Accessibility_50km,Human Footprint_50km,Species Richness_50km,Accessibility_10km,Human Footprint_10km,Night Lights_10km,Cropland_10km,Pasture_10km,Human Population Density_10km,NDVI_10km,Species Richness_10km,Accessibility_10kmBuff,Human Footprint_10kmBuff,Night Lights_10kmBuff,Cropland_10kmBuff,Pasture_10kmBuff,Human Population Density_10kmBuff,NDVI_10kmBuff,Species Richness_10kmBuff
Peromyscus maniculatus,Rodentia,Cricetidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,130.49,Mark_recapture,21.283,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1292,0.623,0.066,0,0,0.09,0.255,40.966
Phacochoerus africanus ,Cetartiodactyla,Suidae,2007,37.298,-2.679,,Kenya,0.11,,82500,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Pongo pygmaeus,Primates,Hominidae,2007,117.747,5.021,,Malaysia,1.9,Counts,37000,Herbivore,Asia,840,9.97,0.358,27.194,1.916,60.93,0.776,125.436,1995,8.667,0,0,0,6.831,0.843,0.21,34.087,2.259,20.643,0.823,1026,9.668,145.833,1678,8.181,0,5.307,0.067,7.582,0.842,145.833,1777.5,8.564,0,2.653,0.034,7.017,0.843,145.508
Pongo pygmaeus,Primates,Hominidae,2007,117.747,5.021,,Malaysia,1.25,Counts,37000,Herbivore,Asia,840,9.97,0.358,27.194,1.916,60.93,0.776,125.436,1995,8.667,0,0,0,6.831,0.843,0.21,34.087,2.259,20.643,0.823,1026,9.668,145.833,1678,8.181,0,5.307,0.067,7.582,0.842,145.833,1777.5,10.016,0,2.653,0.034,7.017,0.843,145.508
Pongo pygmaeus,Primates,Hominidae,2007,117.747,5.021,,Malaysia,3.25,Counts,37000,Herbivore,Asia,840,9.97,0.358,27.194,1.916,60.93,0.776,125.436,1995,8.667,0,0,0,6.831,0.843,0.21,34.087,2.259,20.643,0.823,1026,9.668,145.833,1678,8.181,0,5.307,0.067,7.582,0.842,145.833,2000,8.842,0,2.653,0.034,7.017,0.839,146.466
Pongo pygmaeus,Primates,Hominidae,2007,117.747,5.021,,Malaysia,1.15,Counts,37000,Herbivore,Asia,840,9.97,0.358,27.194,1.916,60.93,0.776,125.436,1995,8.667,0,0,0,6.831,0.843,0.21,34.087,2.259,20.643,0.823,1026,9.668,145.833,1678,8.181,0,5.307,0.067,7.582,0.842,145.833,1777.5,10.016,0,2.653,0.034,7.017,0.843,145.508
Pongo pygmaeus,Primates,Hominidae,2007,117.747,5.021,,Malaysia,1.7,Counts,37000,Herbivore,Asia,840,9.97,0.358,27.194,1.916,60.93,0.776,125.436,1995,8.667,0,0,0,6.831,0.843,0.21,34.087,2.259,20.643,0.823,1026,9.668,145.833,1678,8.181,0,5.307,0.067,7.582,0.842,145.833,1777.5,8.564,0,2.653,0.034,7.017,0.843,145.508
Pongo pygmaeus,Primates,Hominidae,2007,117.747,5.021,,Malaysia,6.6,Counts,37000,Herbivore,Asia,840,9.97,0.358,27.194,1.916,60.93,0.776,125.436,1995,8.667,0,0,0,6.831,0.843,0.21,34.087,2.259,20.643,0.823,1026,9.668,145.833,1678,8.181,0,5.307,0.067,7.582,0.842,145.833,1791.333,8.537,0,2.885,0.021,6.323,0.841,145.789
Procolobus badius,Primates,Cercopithecidae,2007,-7.1,5.6,Taï National Park,Cote d'Ivoire,16.38,Distance_sampling,8430.4,Herbivore,Africa,587,6.67,0.364,26.026,24.121,50.676,0.7,126.197,1549,5,0,0,0,3.894,0.706,0.004,9.694,10.692,17.051,0.708,1002,6.423,132.48,1734,4.999,0,0,0,3.352,0.71,132.48,1342.6,5.279,0,3.261,5.059,7.841,0.708,130.902
Procyon lotor,Carnivora,Procyonidae,2007,-75.833,44.75,St. Lawrence,Canada,8.3,Mark_recapture,5524.971,Omnivore,North America,159,10.286,7.227,14.465,2.913,27.616,0.494,47.232,95,11.907,3.881,15.905,0.452,5.65,0.53,8.167,17.253,2.002,27.181,0.527,142,11.667,51,129,9.551,6.007,11.717,0.343,4.857,0.525,51,153.25,13.471,10.179,20.331,1.138,37.454,0.525,51.127
Raphicerus campestris,Cetartiodactyla,Bovidae,2007,24.8,-28.92,,South Africa,3.78,Distance_sampling,10500.02,Herbivore,Africa,133,9.008,0.839,8.163,0,13.382,0.285,63.998,37,8.65,0,0.206,0,2.192,0.264,2.296,3.576,0,33.622,0.285,84,10.003,70.023,63,8.555,0.048,0.093,0,2.323,0.265,70.023,73.5,8.519,0.5,1.133,0,3.271,0.266,70.226
Rupicapra pyrenaica,Cetartiodactyla,Bovidae,2007,0.63,42.64,Maladeta,Spain,5.95,Distance_sampling,30000,Herbivore,Europe,202,10.149,5.247,15.632,4.678,22.827,0.517,61.126,237,2.82,0.504,10.967,0,0.001,0.279,3.805,10.484,1.537,17.155,0.52,228,9.036,71.15,223,9.301,1.085,10.438,1.596,8.077,0.344,71.15,249,9.908,1.879,11.081,1.213,7.493,0.407,70.9
Rupicapra pyrenaica,Cetartiodactyla,Bovidae,2007,0.42,42.66,Posets,Spain,6.7,Distance_sampling,30000,Herbivore,Europe,202,10.149,5.247,15.632,4.678,22.827,0.517,61.126,399,5.681,0.326,10.507,0,0.551,0.284,3.805,10.484,1.537,17.155,0.52,228,8.81,71.319,328,5.799,0.562,11.098,0.721,2.984,0.327,71.319,243,8.001,1.85,11.089,1.012,6.554,0.41,71.541
Rusa unicolor,Cetartiodactyla,Cervidae,2007,78.333,30.25,Rajaji National Park,India,10.84,Distance_sampling,177522.9,Herbivore,Asia,603,16.375,0.868,15.054,0.483,178.951,0.565,64.159,140,10.325,1.049,6.951,0,128.726,0.647,2.303,13.867,0.168,110.977,0.611,648,14.225,72.925,192,11.834,1.69,15.594,0.075,346.681,0.618,72.925,189.4,16.685,5.485,15.067,0.111,411.495,0.615,72.72
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.49,-42.13,Bronte (Tasmania),Australia,0.339,Mark_recapture,10000,Carnivore,Australia,296,3.548,0.4,6.804,2.69,8.687,0.653,27.311,98,7.896,0,0,0,0.111,0.649,0.08,0.96,0.286,0.709,0.713,451,3.144,31.61,202,2.647,0,0,0,0.086,0.647,31.61,NA,NA,NA,0,0,0.086,NA,NA
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,145.63,-41.16,Takone (Tasmania),Australia,1.475,Mark_recapture,10000,Carnivore,Australia,332,6.416,0.144,1.206,1.884,8.349,0.745,21.243,211,6.294,0,1.202,1.276,2.567,0.788,0.532,2.079,3.435,16.406,0.748,339,6.119,35,232,4.753,0.12,0.296,0,2.394,0.796,35,225,3.881,0.085,0.225,0,2.084,0.789,35
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.76,-42.65,Fentonbury (Tasmania),Australia,0.578,Mark_recapture,10000,Carnivore,Australia,426,8.141,0.308,2.599,4.079,27.689,0.714,27.311,56,9.664,0,0.836,0,0.84,0.685,1.534,2.927,5.521,41.217,0.73,243,9.211,32,82,6.63,0.021,6.419,3.523,2.047,0.636,32,NA,NA,NA,6.419,3.523,2.047,NA,NA
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.76,-42.65,Fentonbury (Tasmania),Australia,1.057,Mark_recapture,10000,Carnivore,Australia,426,8.141,0.308,2.599,4.079,27.689,0.714,27.311,56,9.664,0,0.836,0,0.84,0.685,1.534,2.927,5.521,41.217,0.73,243,9.211,32,82,6.63,0.021,6.419,3.523,2.047,0.636,32,153,5.136,0.027,6.419,3.523,2.047,0.682,31.822
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,147.7,-42.6,Buckland (Tasmania),Australia,0.443,Mark_recapture,10000,Carnivore,Australia,296,6.642,0.57,6.804,2.69,8.687,0.653,23.354,66,10.187,0,0,0,1.547,0.664,0.994,8.152,3.743,6.808,0.607,131,6.494,34,108,5.808,0.035,0.016,0,0.626,0.663,34,108,5.705,NA,0.016,0,0.626,0.663,34
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.49,-42.13,Bronte (Tasmania),Australia,0.161,Mark_recapture,10000,Carnivore,Australia,296,3.548,0.4,6.804,2.69,8.687,0.653,27.311,98,7.896,0,0,0,0.111,0.649,0.08,0.96,0.286,0.709,0.713,451,3.144,31.61,202,2.647,0,0,0,0.086,0.647,31.61,NA,NA,NA,0,0,0.086,NA,NA
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.76,-42.65,Fentonbury (Tasmania),Australia,0.916,Mark_recapture,10000,Carnivore,Australia,426,8.141,0.308,2.599,4.079,27.689,0.714,27.311,56,9.664,0,0.836,0,0.84,0.685,1.534,2.927,5.521,41.217,0.73,243,9.211,32,82,6.63,0.021,6.419,3.523,2.047,0.636,32,82,5.136,0.027,6.419,3.523,2.047,0.636,32
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.76,-42.65,Fentonbury (Tasmania),Australia,0.791,Mark_recapture,10000,Carnivore,Australia,426,8.141,0.308,2.599,4.079,27.689,0.714,27.311,56,9.664,0,0.836,0,0.84,0.685,1.534,2.927,5.521,41.217,0.73,243,9.211,32,82,6.63,0.021,6.419,3.523,2.047,0.636,32,82,NA,NA,6.419,3.523,2.047,0.636,32
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.76,-42.65,Fentonbury (Tasmania),Australia,0.968,Mark_recapture,10000,Carnivore,Australia,426,8.141,0.308,2.599,4.079,27.689,0.714,27.311,56,9.664,0,0.836,0,0.84,0.685,1.534,2.927,5.521,41.217,0.73,243,9.211,32,82,6.63,0.021,6.419,3.523,2.047,0.636,32,82,5.136,0.027,6.419,3.523,2.047,0.636,32
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,147.7,-42.6,Buckland (Tasmania),Australia,0.295,Mark_recapture,10000,Carnivore,Australia,296,6.642,0.57,6.804,2.69,8.687,0.653,23.354,66,10.187,0,0,0,1.547,0.664,0.994,8.152,3.743,6.808,0.607,131,6.494,34,108,5.808,0.035,0.016,0,0.626,0.663,34,108,5.705,NA,NA,NA,NA,0.663,34
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,2007,146.49,-42.13,Bronte (Tasmania),Australia,0.214,Mark_recapture,10000,Carnivore,Australia,296,3.548,0.4,6.804,2.69,8.687,0.653,27.311,98,7.896,0,0,0,0.111,0.649,0.08,0.96,0.286,0.709,0.713,451,3.144,31.61,202,2.647,0,0,0,0.086,0.647,31.61,NA,NA,NA,0,0,0.086,NA,NA
Semnopithecus entellus,Primates,Cercopithecidae,2007,78.333,30.25,Rajaji National Park,India,15.4,Distance_sampling,11529.83,Herbivore,Asia,603,16.375,0.868,15.054,0.483,178.951,0.565,64.159,140,10.325,1.049,6.951,0,128.726,0.647,2.303,13.867,0.168,110.977,0.611,648,14.225,72.925,192,11.834,1.69,15.594,0.075,346.681,0.618,72.925,191.857,16.821,4.862,14.775,0.129,402.083,0.614,72.807
Sus scrofa,Cetartiodactyla,Suidae,2007,78.333,30.25,Rajaji National Park,India,2.85,Distance_sampling,96118.09,Omnivore,Asia,603,16.375,0.868,15.054,0.483,178.951,0.565,64.159,140,10.325,1.049,6.951,0,128.726,0.647,2.303,13.867,0.168,110.977,0.611,648,14.225,72.925,192,11.834,1.69,15.594,0.075,346.681,0.618,72.925,200.667,11.889,3.053,14.41,0.122,445.483,0.628,72.79
Sus scrofa,Cetartiodactyla,Suidae,2007,75.05,13.5,Bhadra Tiger Reserve,India,1.09,Distance_sampling,96118.09,Omnivore,Asia,149,14.213,2.606,23.947,2.566,238.977,0.63,64.849,72,9.858,0.347,3.145,0.601,90.864,0.716,2.548,14.945,2.622,259.99,0.659,144,11.109,70.435,143,10.595,0.108,16.729,2.45,175.039,0.691,70.435,143,10.094,0.108,16.729,2.45,175.039,0.691,70.435
Syncerus caffer,Cetartiodactyla,Bovidae,2007,37.298,-2.679,,Kenya,1.436,,580002.7,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,415,5.355,0.546,0.232,11.782,9.408,0.272,162.975
Syncerus caffer,Cetartiodactyla,Bovidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.106,Census,580002.7,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,NA,10.142,NA,NA,NA,NA,NA,NA
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,138.25,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1297.92,0.604,0.062,0,0,0.086,0.253,41.001
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,111.55,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1283.045,0.648,0.077,0,0,0.105,0.254,40.965
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,266.67,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1374.375,0.412,0.033,0,0,0.046,0.237,40.685
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,191.667,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1333.177,0.491,0.046,0,0,0.061,0.247,40.872
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,258.333,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1379.038,0.419,0.034,0,0,0.047,0.235,40.721
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138,61,Yukon,Canada,191,Census,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,40.649,1164,0.303,0,0,0,0.02,0.328,0.094,0,0,0.057,0.232,1358,0.287,40.684,1170,0.387,0,0,0,0,0.303,40.684,1319.095,0.546,0.046,0,0,0.063,0.259,41.095
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,150,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1299.564,0.567,0.059,0,0,0.078,0.253,40.959
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,166.667,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1317.552,0.547,0.051,0,0,0.071,0.25,40.922
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,219.89,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1354.802,0.467,0.04,0,0,0.055,0.242,40.781
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,352.32,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1406.657,0.35,0.026,0,0,0.037,0.229,40.662
Tamiasciurus hudsonicus,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,216.667,Mark_recapture,201.168,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1349.56,0.467,0.04,0,0,0.056,0.243,40.778
Tapirus terrestris,Perissodactyla,Tapiridae,2007,-52.58,4.03,Nouragues Nature Reserve,French Guiana,0.37,Mark_recapture,207500.9,Herbivore,South America,1837,2.007,0.077,0.009,0,0.254,0.823,146.677,1405,3.423,0,0,0,0.305,0.828,0.001,0.003,0,0.161,0.825,1862,1.089,178.834,1572,3.485,0,0,0,0.317,0.83,178.834,NA,NA,0,NA,NA,NA,NA,NA
Tapirus terrestris,Perissodactyla,Tapiridae,2007,-52.58,4.03,Nouragues Nature Reserve,French Guiana,0.3,Mark_recapture,207500.9,Herbivore,South America,1837,2.007,0.077,0.009,0,0.254,0.823,146.677,1405,3.423,0,0,0,0.305,0.828,0.001,0.003,0,0.161,0.825,1862,1.089,178.834,1572,3.485,0,0,0,0.317,0.83,178.834,NA,NA,0,NA,NA,NA,NA,NA
Tapirus terrestris,Perissodactyla,Tapiridae,2007,-75.987,-1.606,Reserva de la Biosfera Yasuní (Lorocachi),Ecuador,0.47,Distance_sampling,207500.9,Herbivore,South America,1976,2.131,0.025,0.005,0,0.474,0.825,182.003,834,3.946,0,0,0,0.279,0.808,0,0,0,0.212,0.816,1464,2.227,175.765,1028,2.868,0,0,0,0.27,0.81,175.765,1028,2.604,0,NA,NA,NA,0.81,175.765
Tapirus terrestris,Perissodactyla,Tapiridae,2007,-52.58,4.03,Nouragues Nature Reserve,French Guiana,0.61,Mark_recapture,207500.9,Herbivore,South America,1837,2.007,0.077,0.009,0,0.254,0.823,146.677,1405,3.423,0,0,0,0.305,0.828,0.001,0.003,0,0.161,0.825,1862,1.089,178.834,1572,3.485,0,0,0,0.317,0.83,178.834,NA,NA,0,NA,NA,NA,NA,NA
Taurotragus oryx,Cetartiodactyla,Bovidae,2007,37.298,-2.679,,Kenya,0.352,,569993.6,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Taurotragus oryx,Cetartiodactyla,Bovidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.209,Census,569993.6,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,NA,10.142,NA,NA,NA,NA,NA,NA
Tayassu pecari,Cetartiodactyla,Tayassuidae,2007,-76.439,-0.675,Reserva de la Biosfera Yasuní (Vía Maxus),Ecuador,0.81,Distance_sampling,32233.69,Herbivore,South America,1495,3.334,2.705,0.297,0.161,3.859,0.824,177.806,1746,7.378,14.461,0,0,3.24,0.828,0.899,0.005,0,1.205,0.828,2176,4.398,185.875,1865,5.115,2.467,0,0,2.987,0.832,185.875,1865,NA,2.467,0,0,2.987,0.832,185.875
Tayassu pecari,Cetartiodactyla,Tayassuidae,2007,-75.987,-1.606,Reserva de la Biosfera Yasuní (Lorocachi),Ecuador,0.6,Distance_sampling,32233.69,Herbivore,South America,1976,2.131,0.025,0.005,0,0.474,0.825,182.003,834,3.946,0,0,0,0.279,0.808,0,0,0,0.212,0.816,1464,2.227,175.765,1028,2.868,0,0,0,0.27,0.81,175.765,1028,2.604,0,NA,NA,NA,0.81,175.765
Tayassu tajacu,Cetartiodactyla,Tayassuidae,2007,-76.439,-0.675,Reserva de la Biosfera Yasuní (Vía Maxus),Ecuador,1.28,Distance_sampling,21266.69,Omnivore,South America,1495,3.334,2.705,0.297,0.161,3.859,0.824,177.806,1746,7.378,14.461,0,0,3.24,0.828,0.899,0.005,0,1.205,0.828,2176,4.398,185.875,1865,5.115,2.467,0,0,2.987,0.832,185.875,1839,5.39,2.588,0,0,2.987,0.829,185.07
Tayassu tajacu,Cetartiodactyla,Tayassuidae,2007,-75.987,-1.606,Reserva de la Biosfera Yasuní (Lorocachi),Ecuador,1.74,Distance_sampling,21266.69,Omnivore,South America,1976,2.131,0.025,0.005,0,0.474,0.825,182.003,834,3.946,0,0,0,0.279,0.808,0,0,0,0.212,0.816,1464,2.227,175.765,1028,2.868,0,0,0,0.27,0.81,175.765,1001.5,2.604,0,0,0,0.316,0.806,176.05
Tragelaphus imberbis,Cetartiodactyla,Bovidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.04,Census,81575.55,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,277,10.142,0.058,10.562,11.784,33.79,0.399,165.173
Urocitellus parryii,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,8.333,Mark_recapture,759.994,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1111.25,1.727,0.051,0,0,0.041,0.297,40.99
Urocitellus parryii,Rodentia,Sciuridae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,25,Mark_recapture,759.994,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1169.08,1.496,0.276,0,0,0.367,0.28,41.08
Ursus arctos,Carnivora,Ursidae,2007,-115.5,51.2,Banff National Park,Canada,0.015,Mark_recapture,180520.4,Omnivore,North America,398,4.421,0.944,0.539,0.047,2.123,0.378,47.641,125,14.476,6.43,0,0,60.017,0.429,1.352,0.019,0,5.774,0.337,318,6.332,49,135,11.276,7.667,0,0,22.108,0.431,49,135,NA,7.667,0,0,22.108,0.431,49
Acinonyx jubatus,Carnivora,Felidae,2008,22.958,-19.298,,Botswana,0.002,,46700,Carnivore,Africa,586,1.786,0.03,0.125,0,0.726,0.45,93.77,516,1,0,0.074,0,0.47,0.46,0,0.078,0,0.362,0.461,594,1.467,102.621,556,1.057,0,0.038,0,0.218,0.46,102.621,556,NA,0,0.038,0,0.218,NA,NA
Aepyceros melampus,Cetartiodactyla,Bovidae,2008,22.958,-19.298,,Botswana,11.8,,52500.08,Herbivore,Africa,586,1.786,0.03,0.125,0,0.726,0.45,93.77,516,1,0,0.074,0,0.47,0.46,0,0.078,0,0.362,0.461,594,1.467,102.621,556,1.057,0,0.038,0,0.218,0.46,102.621,599.846,1.653,0,0.026,0,0.163,0.474,102.142
Alouatta macconnelli,Primates,Atelidae,2008,-59,4.5,Iwokrama Forest,Guyana,0.84,Distance_sampling,6320.058,Herbivore,South America,961,1.307,0.004,0.451,0.013,0.157,0.8,193.398,534,0,0,0,0,0.028,0.811,0,0.265,0,0.074,0.803,1145,0.662,184.853,706,0.006,0,0,0,0.018,0.805,184.853,706,0,0,0,0,0.018,0.805,184.853
Alouatta macconnelli,Primates,Atelidae,2008,-59,4.5,Iwokrama Forest,Guyana,0.67,Distance_sampling,6320.058,Herbivore,South America,961,1.307,0.004,0.451,0.013,0.157,0.8,193.398,534,0,0,0,0,0.028,0.811,0,0.265,0,0.074,0.803,1145,0.662,184.853,706,0.006,0,0,0,0.018,0.805,184.853,NA,0,0,0,0,0.018,0.805,184.853
Ateles paniscus,Primates,Atelidae,2008,-59,4.5,Iwokrama Forest,Guyana,1.49,Distance_sampling,7900.053,Herbivore,South America,961,1.307,0.004,0.451,0.013,0.157,0.8,193.398,534,0,0,0,0,0.028,0.811,0,0.265,0,0.074,0.803,1145,0.662,184.853,706,0.006,0,0,0,0.018,0.805,184.853,739,0,0,0,0,0.037,0.805,184.853
Ateles paniscus,Primates,Atelidae,2008,-58.23,3.45,Konashen Community Owned Conservation Area,Guyana,8.07,Distance_sampling,7900.053,Herbivore,South America,2120,1.172,0,0.101,0,0.116,0.822,188.692,1530,0,0,0,0,0,0.788,0,0.151,0,0.066,0.81,1884,0.82,181.81,1645,0,0,0,0,0.02,0.799,181.81,1602.625,0.226,0,0.012,0,0.041,0.795,181.858
Ateles paniscus,Primates,Atelidae,2008,-59,4.5,Iwokrama Forest,Guyana,0.63,Distance_sampling,7900.053,Herbivore,South America,961,1.307,0.004,0.451,0.013,0.157,0.8,193.398,534,0,0,0,0,0.028,0.811,0,0.265,0,0.074,0.803,1145,0.662,184.853,706,0.006,0,0,0,0.018,0.805,184.853,NA,0,0,0,0,0.018,0.805,184.853
Bos gaurus,Cetartiodactyla,Bovidae,2008,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,3.6,Distance_sampling,8.00E+05,Herbivore,Asia,47,17.929,4.108,37.159,2.558,631.497,0.549,35.486,57,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,60,17.939,67.51,68,11.282,1.96,22.885,2.353,218.15,0.621,67.51,83.5,14.204,3.861,23.555,2.126,353.982,0.635,68.526
Cebus olivaceus,Primates,Cebidae,2008,-59,4.5,Iwokrama Forest,Guyana,0.05,Distance_sampling,2599.98,Omnivore,South America,961,1.307,0.004,0.451,0.013,0.157,0.8,193.398,534,0,0,0,0,0.028,0.811,0,0.265,0,0.074,0.803,1145,0.662,184.853,706,0.006,0,0,0,0.018,0.805,184.853,NA,0,0,NA,NA,NA,0.805,184.853
